ID,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Labels,Child_Status,Active_Cust
6864,Master,Divorced,10979,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,Adult,Not Have Child,Active
3033,Master,Single,38620,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,50,Pre-Senior,Not Have Child,Active
5710,Graduation,Single,40548,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,42,Adult,Have Child,Active
7373,PhD,Divorced,46610,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,60,Senior,Have Child,Active
8755,Master,Married,68657,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,67,Senior,Not Have Child,Active
10738,Master,Single,49389,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,62,Senior,Have Child,Active
4339,PhD,Married,67353,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,43,Adult,Have Child,Active
10755,2n Cycle,Married,23718,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,37,Adult,Have Child,Passive
8595,Graduation,Widow,42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,Adult,Have Child,Passive
2968,PhD,Divorced,48948,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,70,Senior,Not Have Child,Active
8601,Graduation,Married,80011,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,33,Adult,Have Child,Active
503,Master,Married,20559,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,28,Adult,Have Child,Passive
8430,Graduation,Single,21994,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
7281,PhD,Single,56145,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,54,Pre-Senior,Not Have Child,Passive
2139,Master,Married,7500,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,38,Adult,Have Child,Active
1371,Graduation,Single,79941,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,38,Adult,Not Have Child,Passive
9909,2n Cycle,Married,7500,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,16,Teenagers,Not Have Child,Active
7286,Graduation,Single,41728,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,45,Pre-Senior,Have Child,Passive
7244,Graduation,Single,52720,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,63,Senior,Have Child,Passive
6566,PhD,Married,72550,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,58,Pre-Senior,Have Child,Active
8614,Graduation,Widow,65486,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Active
4114,Master,Married,79143,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,48,Pre-Senior,Not Have Child,Active
1331,Graduation,Single,35790,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,36,Adult,Have Child,Active
2225,Graduation,Divorced,82582,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,37,Adult,Not Have Child,Active
9381,Graduation,Married,66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,35,Adult,Have Child,Active
6260,Master,Single,82384,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,57,Pre-Senior,Not Have Child,Active
10383,Graduation,Divorced,70287,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,47,Pre-Senior,Not Have Child,Active
7437,Graduation,Single,27938,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,26,Adult,Have Child,Active
8557,Graduation,Single,52720,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,31,Adult,Have Child,Active
8375,PhD,Married,55954,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,46,Pre-Senior,Have Child,Passive
6853,Master,Single,75777,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,31,Adult,Not Have Child,Active
3076,Graduation,Single,66653,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,37,Adult,Have Child,Active
1012,Graduation,Single,61823,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,61,Senior,Have Child,Active
6518,PhD,Widow,67680,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,62,Senior,Have Child,Active
4137,Graduation,Single,70666,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,65,Senior,Not Have Child,Active
8082,Graduation,Married,25721,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,42,Adult,Have Child,Passive
1386,Graduation,Single,32474,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Active
9369,2n Cycle,Single,88194,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,35,Adult,Have Child,Active
4477,Graduation,Single,69096,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
1357,Graduation,Single,74854,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,43,Adult,Have Child,Passive
1402,Master,Married,66991,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,58,Pre-Senior,Not Have Child,Active
10629,2n Cycle,Married,47633,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,39,Adult,Have Child,Active
6312,Graduation,Married,65031,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,54,Pre-Senior,Have Child,Active
8132,PhD,Married,60631,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,38,Adult,Have Child,Passive
1050,Graduation,Married,28332,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,62,Senior,Not Have Child,Active
5846,Graduation,Divorced,40246,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,35,Adult,Have Child,Passive
1859,Master,Married,75251,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,40,Adult,Not Have Child,Active
7503,Graduation,Single,75825,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,36,Adult,Not Have Child,Active
10401,2n Cycle,Single,26326,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,37,Adult,Not Have Child,Active
1618,Graduation,Single,56046,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,48,Pre-Senior,Not Have Child,Active
3332,Graduation,Single,29760,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,27,Adult,Have Child,Passive
2261,Graduation,Married,26304,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
5346,2n Cycle,Married,23559,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,40,Adult,Have Child,Passive
4119,Master,Single,38620,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,50,Pre-Senior,Not Have Child,Active
535,Graduation,Divorced,81361,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,27,Adult,Not Have Child,Active
5268,Graduation,Married,29440,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,53,Pre-Senior,Have Child,Passive
273,Master,Married,36138,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,43,Adult,Have Child,Active
4452,Graduation,Single,50388,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,57,Pre-Senior,Have Child,Active
8504,Graduation,Married,79593,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,41,Adult,Not Have Child,Passive
771,Graduation,Single,54178,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Passive
8996,PhD,Married,56145,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
9235,Graduation,Single,52720,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Active
5798,Master,Single,52918,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,40,Adult,Not Have Child,Passive
11178,Master,Single,42394,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,42,Adult,Have Child,Passive
2230,PhD,Married,23626,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Passive
7516,Graduation,Married,30096,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,Adult,Have Child,Active
7247,Graduation,Widow,47916,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,52,Pre-Senior,Have Child,Passive
11100,Graduation,Divorced,51813,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,41,Adult,Have Child,Active
4646,2n Cycle,Married,78497,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,62,Senior,Not Have Child,Active
3037,PhD,Married,50150,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,30,Adult,Not Have Child,Active
1473,2n Cycle,Single,47823,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,53,Pre-Senior,Have Child,Active
1016,PhD,Single,34554,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
4518,Graduation,Single,85693,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,34,Adult,Have Child,Active
9370,PhD,Married,65846,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,68,Senior,Not Have Child,Passive
8908,Graduation,Married,87195,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,55,Pre-Senior,Not Have Child,Active
8373,Basic,Single,24594,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,34,Adult,Have Child,Passive
7533,Graduation,Married,49096,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Active
2683,Graduation,Married,52413,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
3629,Graduation,Single,38557,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,34,Adult,Have Child,Active
10991,Master,Married,89058,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,52,Pre-Senior,Not Have Child,Active
5077,Graduation,Single,77298,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,34,Adult,Have Child,Active
7431,PhD,Single,68126,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,21,Adult,Not Have Child,Active
3267,Master,Single,57288,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,51,Pre-Senior,Have Child,Active
999,Graduation,Single,86037,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,22,Adult,Not Have Child,Passive
9215,PhD,Married,43974,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,32,Adult,Have Child,Active
2286,Graduation,Single,50785,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,51,Pre-Senior,Have Child,Active
1592,Graduation,Married,90765,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,44,Pre-Senior,Not Have Child,Active
367,2n Cycle,Married,36550,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,35,Adult,Have Child,Passive
5234,2n Cycle,Single,30753,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,46,Pre-Senior,Have Child,Passive
9862,Graduation,Single,21918,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
9805,Master,Single,56129,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,60,Senior,Have Child,Passive
6205,Master,Single,32557,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,47,Pre-Senior,Have Child,Active
8442,Master,Married,19510,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,28,Adult,Have Child,Passive
7386,Graduation,Divorced,30992,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,37,Adult,Have Child,Passive
7215,Graduation,Single,101970,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,30,Adult,Not Have Child,Passive
1491,2n Cycle,Single,71488,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,48,Pre-Senior,Not Have Child,Passive
11071,Graduation,Single,79607,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,29,Adult,Not Have Child,Active
3381,Master,Married,54348,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,61,Senior,Have Child,Active
8268,PhD,Married,56145,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
11051,PhD,Single,77376,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,58,Pre-Senior,Have Child,Passive
8026,Graduation,Married,62998,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,61,Senior,Have Child,Active
433,Master,Single,61331,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
9597,Graduation,Married,73448,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,45,Pre-Senior,Not Have Child,Active
1295,Graduation,Married,52720,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,50,Pre-Senior,Have Child,Passive
5290,PhD,Married,41551,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Active
1685,PhD,Single,62981,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,46,Pre-Senior,Not Have Child,Active
5342,Basic,Divorced,9548,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,36,Adult,Have Child,Active
9579,PhD,Married,33762,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,54,Pre-Senior,Have Child,Passive
7660,PhD,Single,35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,41,Adult,Have Child,Active
1461,PhD,Divorced,36921,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,48,Pre-Senior,Have Child,Passive
821,Master,Single,92859,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,20,Adult,Not Have Child,Active
11084,Master,Single,65104,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,37,Adult,Have Child,Active
8690,Graduation,Married,86111,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,51,Pre-Senior,Not Have Child,Passive
2937,PhD,Single,68352,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,39,Adult,Have Child,Active
9701,Graduation,Single,41883,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,25,Adult,Have Child,Active
9949,Graduation,Married,59809,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,36,Adult,Have Child,Active
10837,Graduation,Married,23957,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,37,Adult,Have Child,Active
3120,Graduation,Single,38547,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,32,Adult,Have Child,Active
5885,2n Cycle,Married,35688,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,39,Adult,Have Child,Passive
4050,Master,Married,49605,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,48,Pre-Senior,Not Have Child,Passive
3830,Master,Married,59354,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,61,Senior,Have Child,Active
7987,Graduation,Married,65747,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,45,Pre-Senior,Have Child,Passive
7798,2n Cycle,Single,46344,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,40,Adult,Have Child,Active
92,Graduation,Single,34176,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,Adult,Have Child,Active
7055,PhD,Single,61010,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,60,Senior,Have Child,Active
10240,Graduation,Single,69372,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,64,Senior,Not Have Child,Active
3025,Graduation,Single,49967,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
9283,Graduation,Single,60199,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,35,Adult,Have Child,Active
9970,Graduation,Single,55375,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,36,Adult,Have Child,Active
2730,Graduation,Single,80317,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,58,Pre-Senior,Not Have Child,Passive
2795,Master,Single,30523,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
9260,PhD,Married,70356,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,67,Senior,Not Have Child,Active
8182,Graduation,Married,23228,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,30,Adult,Have Child,Passive
10095,PhD,Divorced,74165,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,38,Adult,Not Have Child,Active
4370,Graduation,Single,43482,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Passive
10573,Graduation,Divorced,62551,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,60,Senior,Not Have Child,Active
3712,Graduation,Divorced,52332,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,54,Pre-Senior,Not Have Child,Passive
6637,Graduation,Single,66951,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,25,Adult,Not Have Child,Active
3152,Graduation,Single,26091,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Passive
5610,Graduation,Single,33456,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Active
6460,Graduation,Married,28718,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,31,Adult,Have Child,Passive
1349,Graduation,Married,50447,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
1880,PhD,Single,53537,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
641,Graduation,Single,52074,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,47,Pre-Senior,Have Child,Passive
8717,PhD,Married,80427,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,37,Adult,Have Child,Active
10314,PhD,Married,83837,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,64,Senior,Not Have Child,Passive
10854,PhD,Married,38853,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Passive
10492,Graduation,Single,38285,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Passive
6935,2n Cycle,Married,78497,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,62,Senior,Not Have Child,Active
7698,PhD,Married,51650,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,38,Adult,Have Child,Passive
3559,2n Cycle,Married,16248,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,26,Adult,Have Child,Passive
10562,Master,Married,66835,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,67,Senior,Not Have Child,Active
10796,Master,Married,30477,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,30,Adult,Have Child,Active
2563,Basic,Married,28249,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,Pre-Senior,Not Have Child,Passive
3518,Graduation,Married,25271,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,29,Adult,Have Child,Active
5823,PhD,Single,32303,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Passive
3934,Graduation,Married,61286,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Active
6982,Graduation,Married,74068,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,37,Adult,Not Have Child,Active
6431,PhD,Married,45759,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Active
9733,Basic,Single,24882,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,34,Adult,Have Child,Active
5602,PhD,Single,66973,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,24,Adult,Not Have Child,Passive
1324,Graduation,Married,38872,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,25,Adult,Have Child,Passive
326,Graduation,Married,51148,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,40,Adult,Have Child,Active
7224,Graduation,Married,31353,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,36,Adult,Have Child,Active
6999,Master,Married,69661,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,34,Adult,Not Have Child,Passive
9938,Graduation,Married,80067,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,59,Senior,Not Have Child,Passive
6422,Graduation,Married,86718,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,59,Senior,Not Have Child,Active
3182,PhD,Single,46854,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,41,Adult,Have Child,Passive
7300,Graduation,Divorced,69142,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,62,Senior,Have Child,Active
